Basisschool advies,Voorkeur 1,Voorkeur 2,Voorkeur 3,Voorkeur 4,Voorkeur 5,Voorkeur 6,Voorkeur 7,Voorkeur 8,Voorkeur 9,Voorkeur 10,Voorkeur 11,Voorkeur 12,Voorkeur 13,Voorkeur 14,Voorkeur 15,Voorkeur 16,Voorkeur 17,Voorkeur 18,Voorkeur 19,Voorkeur 20,Voorkeur 21,Voorkeur 22
havo,Open Schoolgemeenschap Bijlmer - v.a. havo,Over-Y - Kansrijk HAVO - vmbo-t/havo,Lumion - v.a. vmbo-t,Hubertus & Berkhoff - v.a. vmbo-b,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Hervormd Lyceum West - v.a. havo,Huygens College - v.a. vmbo-b,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,Clusius College - v.a. vmbo-b,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,IVKO - v.a. vmbo-t,Comenius Lyceum Amsterdam - v.a. vmbo-t,College De Meer - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Ir. Lely Lyceum - v.a. vmbo-t,DENISE - Denise VWO - vwo,Geert Groote College - vwo,Comenius Lyceum Amsterdam - v.a. havo,St. Nicolaaslyceum - v.a. havo,Het Amsterdams Lyceum - vwo,Pieter Nieuwland College - v.a. havo,IJburg College - v.a. vmbo-b,Over-Y - v.a. vmbo-t,Damstede - vwo,Calandlyceum - Technasium - havo/vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Montessori Lyceum Amsterdam - v.a. havo,Hervormd Lyceum Zuid - v.a. havo,Huygens College - v.a. vmbo-b,Cornelius Haga Lyceum - v.a. vmbo-t,Clusius College - v.a. vmbo-b,Montessori Lyceum Oostpoort - v.a. vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Berlage Lyceum - Tweetalig - vwo,Gerrit van der Veen College - v.a. havo,Ignatiusgymnasium - vwo,Spinoza Lyceum - Gymnasium - vwo,Calandlyceum - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Spinoza20first - v.a. vmbo-t,Marcanti College - v.a. vmbo-t,Marcanti College - vmbo-k,Hervormd Lyceum West - Tweetalig - v.a. havo,Het 4e Gymnasium - vwo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Calandlyceum - Kansrijk VWO - havo/vwo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Hervormd Lyceum West - Tweetalig - vwo,Fons Vitae Lyceum - v.a. havo,IVKO - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Ir. Lely Lyceum - v.a. vmbo-t,Vinse School - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Fons Vitae Lyceum - v.a. havo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Spinoza Lyceum - Gymnasium - vwo,Mediacollege Amsterdam - vmbo-k,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Calandlyceum - LOOT - v.a. vmbo-t,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Vox College - v.a. havo,Pieter Nieuwland College - plus - vwo,Calandlyceum - Technasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Vinse School - v.a. vmbo-t,Bredero Mavo - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Spinoza Lyceum - v.a. vmbo-t,Cburg College - Kansrijk Kader - vmbo-b/k,Open Schoolgemeenschap Bijlmer - v.a. havo,Marcanti College - vwo,Mundus College - v.a. vmbo-b,Zuiderlicht College - v.a. vmbo-b,Montessori Lyceum Amsterdam - vwo,IJburg College - v.a. vmbo-t,Wellantcollege Sloten - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Havo de Hof - v.a. havo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,De Amsterdamse MAVO - v.a. vmbo-t,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,IVKO - DAMU - v.a. vmbo-t,Hervormd Lyceum Zuid - vwo,Calvijn College - v.a. vmbo-b,Cartesius Lyceum - Kansrijk VWO - havo/vwo,Spinoza20first - v.a. vmbo-t,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Gerrit van der Veen College - v.a. havo,Mediacollege Amsterdam - vmbo-t,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Marcanti College - v.a. havo,IVKO - DAMU - v.a. vmbo-t,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Calvijn College - v.a. vmbo-b,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Ignatiusgymnasium - vwo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Gerrit van der Veen College - kunst+klas  - v.a. havo,Marcanti College - v.a. vmbo-b,Calandlyceum - Kansrijk VWO - havo/vwo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,IVKO - DAMU - v.a. vmbo-t,Vox College - v.a. vmbo-t,IVKO - v.a. havo,Mundus College - v.a. vmbo-b,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Barlaeus Gymnasium - vwo,Wellantcollege Sloten - v.a. vmbo-b,SvPO Amsterdam - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,Gerrit van der Veen College - vwo,Open Schoolgemeenschap Bijlmer - vwo,Comenius Lyceum Amsterdam - v.a. havo,Wellantcollege Sloten - vmbo-t,Mundus College - vmbo-k,Lumion - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,St. Nicolaaslyceum - v.a. havo,Cornelius Haga Lyceum - v.a. havo,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Calandlyceum - havo/vwo,Hubertus & Berkhoff - v.a. vmbo-t,Calvijn College - Kansrijk Kader - vmbo-b/k,Hervormd Lyceum West - Tweetalig - vwo,DENISE - Denise TL - v.a. vmbo-t,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Panta Rhei - Kansrijk Kader - vmbo-b/k,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Calandlyceum - havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Damstede - v.a. havo,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Vox College - Kansrijk VWO - havo/vwo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Metis Montessori Lyceum - Technasium vwo - vwo,Cornelius Haga Lyceum - vwo,Calandlyceum - vmbo-t/havo,Open Schoolgemeenschap Bijlmer - vmbo-k,Comenius Lyceum Amsterdam - v.a. vmbo-t,IJburg College - v.a. vmbo-t,CSB - Kansrijk VWO - havo/vwo,Fons Vitae Lyceum - vwo,Hervormd Lyceum Zuid - Universalis - vwo,Montessori Lyceum Oostpoort - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA
havo,Montessori Lyceum Amsterdam - v.a. havo,Open Schoolgemeenschap Bijlmer - vmbo-k,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Spinoza Lyceum - v.a. havo,Hubertus & Berkhoff - v.a. vmbo-t,Pieter Nieuwland College - plus - vwo,Huygens College - Kansrijk Kader - vmbo-b/k,Cartesius Lyceum - v.a. havo,Fons Vitae Lyceum - vwo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Spring High - v.a. vmbo-t,Bredero Beroepscollege - v.a. vmbo-b,Calandlyceum - Technasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,St. Nicolaaslyceum - v.a. havo,Hervormd Lyceum Zuid - Universalis - vwo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Marcanti College - v.a. havo,CSB - Kansrijk HAVO - vmbo-t/havo,SvPO Amsterdam - v.a. havo,De nieuwe Havo - v.a. havo,Lumion - v.a. havo,Alasca - v.a. havo,Montessori Lyceum Amsterdam - v.a. vmbo-t,Xplore - v.a. vmbo-t,Panta Rhei - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Lumion - Kansrijk HAVO - vmbo-t/havo,Berlage Lyceum - Tweetalig - vwo,College De Meer - v.a. vmbo-b,College De Meer - v.a. vmbo-t,Mediacollege Amsterdam - v.a. vmbo-b,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Clusius College - Kansrijk Kader - vmbo-b/k,Ir. Lely Lyceum - v.a. vmbo-t,Hubertus & Berkhoff - v.a. vmbo-b,Geert Groote College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Havo de Hof - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Cartesius Lyceum - Kansrijk VWO - havo/vwo,Huygens College - Kansrijk Kader - vmbo-b/k,DENISE - Denise Havo - v.a. havo,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Berlage Lyceum - Tweetalig - v.a. havo,Hubertus & Berkhoff - Tweetalig - vmbo-k,Sweelinck College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,St. Nicolaaslyceum - v.a. havo,Lumion - Kansrijk HAVO - vmbo-t/havo,Spinoza Lyceum - v.a. vmbo-t,Montessori Lyceum Amsterdam - v.a. vmbo-t,Spinoza Lyceum - Muziekplus - v.a. havo,Montessori Lyceum Amsterdam - vwo,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,IVKO - v.a. havo,Kiem Montessori - v.a. vmbo-t,Hervormd Lyceum West - v.a. vmbo-t,Lumion - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Spinoza Lyceum - v.a. havo,Pieter Nieuwland College - vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Hyperion Lyceum - vwo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Hubertus & Berkhoff - Tweetalig - vmbo-k,IVKO - v.a. vmbo-t,Cornelius Haga Lyceum - v.a. havo,Calandlyceum - Technasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Montessori Lyceum Oostpoort - v.a. havo,Pieter Nieuwland College - v.a. havo,Lumion - Kansrijk VWO - havo/vwo,Marcanti College - vwo,Het 4e Gymnasium - vwo,Calandlyceum - Technasium - havo/vwo,CSB - v.a. vmbo-t,Spring High - v.a. vmbo-t,Over-Y - havo,IVKO - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Hervormd Lyceum West - v.a. havo,Hubertus & Berkhoff - v.a. vmbo-t,Calandlyceum - Technasium - havo/vwo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,IVKO - Kansrijk HAVO - vmbo-t/havo,Montessori Lyceum Amsterdam - v.a. havo,Calandlyceum - vmbo-t,Marcanti College - vmbo-k,Hervormd Lyceum West - v.a. vmbo-t,Calandlyceum - vwo,Vox College - v.a. vmbo-b,Huygens College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Gerrit van der Veen College - kunst+klas  - v.a. havo,Cartesius Lyceum - v.a. havo,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Lumion - v.a. havo,Xplore - v.a. vmbo-t,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Bredero Mavo - v.a. vmbo-t,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Wellantcollege Sloten - v.a. vmbo-b,Kiem Montessori - v.a. vmbo-t,Gerrit van der Veen College - vwo,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,St. Nicolaaslyceum - v.a. havo,Fons Vitae Lyceum - vwo,Calvijn College - v.a. vmbo-b,Panta Rhei - Kansrijk Kader - vmbo-b/k,Cygnus gymnasium - vwo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Vinse School - v.a. vmbo-t,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Geert Groote College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Spinoza20first - v.a. vmbo-t,Panta Rhei - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Fons Vitae Lyceum - v.a. havo,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Het Amsterdams Lyceum - vwo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Huygens College - v.a. vmbo-b,Geert Groote College - Kansrijk VWO - havo/vwo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Vox College - Kansrijk VWO - havo/vwo,Cburg College - v.a. vmbo-b,St. Nicolaaslyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Lumion - v.a. havo,Vinse School - v.a. vmbo-t,Marcanti College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Fons Vitae Lyceum - v.a. havo,Hervormd Lyceum Zuid - v.a. havo,Over-Y - havo,Marcanti College - v.a. havo,Wellantcollege Sloten - v.a. vmbo-b,Hervormd Lyceum Zuid - vwo,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Ignatiusgymnasium - vwo,Open Schoolgemeenschap Bijlmer - v.a. havo,Montessori Lyceum Amsterdam - Gymnasium - vwo,Fons Vitae Lyceum - vwo,Bredero Beroepscollege - v.a. vmbo-b,Marcanti College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Damstede - vwo,Lumion - Kansrijk VWO - havo/vwo,Mundus College - vmbo-t,Huygens College - Kansrijk Kader - vmbo-b/k,Pieter Nieuwland College - plus - vwo,Marcanti College - vmbo-k,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,Montessori Lyceum Amsterdam - Gymnasium - vwo,Sweelinck College - v.a. vmbo-t,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Calandlyceum - LOOT - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Damstede - v.a. havo,Het 4e Gymnasium - vwo,Cornelius Haga Lyceum - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Pieter Nieuwland College - v.a. havo,Cornelius Haga Lyceum - vwo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,SvPO Amsterdam - v.a. havo,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Open Schoolgemeenschap Bijlmer - v.a. havo,Alasca - v.a. havo,Calandlyceum - vwo,Hervormd Lyceum West - v.a. vmbo-t,IVKO - DAMU - v.a. vmbo-t,Alasca - vwo,SvPO Amsterdam - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,CSB - v.a. vmbo-t,Spinoza Lyceum - vwo,Montessori Lyceum Amsterdam - v.a. vmbo-t,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Geert Groote College - Kansrijk VWO - havo/vwo,Pieter Nieuwland College - plus - vwo,Over-Y - Kansrijk HAVO - vmbo-t/havo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Zuiderlicht College - v.a. vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Bindelmeer College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Montessori Lyceum Amsterdam - v.a. havo,Calandlyceum - havo,Calandlyceum - Kansrijk VWO - havo/vwo,DENISE - Denise Havo - v.a. havo,Vinse School - v.a. vmbo-t,Vox College - v.a. vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,IJburg College - v.a. vmbo-b,Vox College - v.a. havo,Berlage Lyceum - Tweetalig - vwo,St. Nicolaaslyceum - vwo,DENISE - Denise VWO - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Geert Groote College - v.a. havo,Sweelinck College - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Wellantcollege Linnaeus - v.a. vmbo-b,Vox College - v.a. havo,Cburg College - v.a. vmbo-b,Vox College - vwo,Cornelius Haga Lyceum - v.a. vmbo-t,Calandlyceum - LOOT - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Open Schoolgemeenschap Bijlmer - v.a. havo,Wellantcollege Linnaeus - v.a. vmbo-b,Hubertus & Berkhoff - v.a. vmbo-b,Hervormd Lyceum Zuid - vwo,Bindelmeer College - v.a. vmbo-b,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Geert Groote College - v.a. vmbo-t,Havo de Hof - v.a. havo,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Over-Y - v.a. vmbo-t,Mundus College - vmbo-k,Panta Rhei - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Montessori Lyceum Amsterdam - v.a. havo,Cartesius Lyceum - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Comenius Lyceum Amsterdam - vwo,Gerrit van der Veen College - vwo,Panta Rhei - Kansrijk Kader - vmbo-b/k,Calandlyceum - havo,Spring High - v.a. vmbo-t,St. Nicolaaslyceum - vwo,Wellantcollege Sloten - vmbo-t,Montessori Lyceum Amsterdam - vwo,Calandlyceum - Technasium - havo/vwo,Huygens College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Havo de Hof - v.a. havo,Geert Groote College - Kansrijk VWO - havo/vwo,IJburg College - v.a. vmbo-t,Bredero Beroepscollege - v.a. vmbo-b,Mundus College - v.a. vmbo-b,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Metis Montessori Lyceum - Technasium vwo - vwo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,CSB - v.a. vmbo-t,Marcanti College - v.a. vmbo-t,Gerrit van der Veen College - v.a. havo,CSB - Kansrijk VWO - havo/vwo,Geert Groote College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Calandlyceum - havo,Wellantcollege Sloten - vmbo-t,Berlage Lyceum - Tweetalig - vwo,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,De nieuwe Havo - v.a. havo,Panta Rhei - Kansrijk Kader - vmbo-b/k,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Kiem Montessori - v.a. vmbo-t,Pieter Nieuwland College - plus - vwo,Barlaeus Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Fons Vitae Lyceum - v.a. havo,Montessori Lyceum Amsterdam - Gymnasium - vwo,Hervormd Lyceum West - Tweetalig - v.a. havo,Cygnus gymnasium - vwo,Vox College - v.a. vmbo-t,Clusius College - v.a. vmbo-b,St. Nicolaaslyceum - vwo,Clusius College - Kansrijk Kader - vmbo-b/k,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,Vossius Gymnasium - vwo,Open Schoolgemeenschap Bijlmer - vwo,Comenius Lyceum Amsterdam - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,St. Nicolaaslyceum - v.a. havo,College De Meer - v.a. vmbo-t,Calvijn College - Kansrijk Kader - vmbo-b/k,Metis Montessori Lyceum - Technasium vwo - vwo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Hubertus & Berkhoff - Tweetalig - vmbo-k,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,CSB - Kansrijk HAVO - vmbo-t/havo,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Montessori Lyceum Amsterdam - v.a. havo,Calandlyceum - vmbo-t/havo,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Alasca - v.a. havo,Geert Groote College - v.a. havo,Spring High - v.a. vmbo-t,Huygens College - Kansrijk Kader - vmbo-b/k,Huygens College - v.a. vmbo-b,Ir. Lely Lyceum - v.a. vmbo-t,Vox College - v.a. havo,Marcanti College - v.a. vmbo-t,Lumion - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Havo de Hof - v.a. havo,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,Lumion - Kansrijk VWO - havo/vwo,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Ir. Lely Lyceum - v.a. vmbo-t,Vox College - v.a. vmbo-b,CSB - Kansrijk VWO - havo/vwo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Mediacollege Amsterdam - vmbo-k,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,IVKO - DAMU - v.a. vmbo-t,Hubertus & Berkhoff - v.a. vmbo-t,Vox College - Kansrijk VWO - havo/vwo,Calandlyceum - havo/vwo,Alasca - vwo,Berlage Lyceum - Tweetalig - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Open Schoolgemeenschap Bijlmer - v.a. havo,CSB - Kansrijk VWO - havo/vwo,Huygens College - Kansrijk Kader - vmbo-b/k,Kiem Montessori - v.a. vmbo-t,Over-Y - v.a. vmbo-t,Hervormd Lyceum West - Tweetalig - vwo,Open Schoolgemeenschap Bijlmer - vwo,Cartesius Lyceum - v.a. havo,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Marcanti College - vwo,Wellantcollege Sloten - v.a. vmbo-b,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,St. Nicolaaslyceum - v.a. havo,Montessori Lyceum Amsterdam - vwo,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,St. Nicolaaslyceum - vwo,Mundus College - v.a. vmbo-b,Montessori Lyceum Oostpoort - v.a. havo,Hervormd Lyceum West - v.a. vmbo-t,Spinoza20first - v.a. vmbo-t,Marcanti College - v.a. vmbo-b,Comenius Lyceum Amsterdam - v.a. havo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Bredero Mavo - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Calandlyceum - LOOT - v.a. vmbo-t,Gerrit van der Veen College - vwo,Bredero Beroepscollege - v.a. vmbo-b,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Spinoza20first - v.a. vmbo-t,Calandlyceum - havo/vwo,Cornelius Haga Lyceum - v.a. vmbo-t,Gerrit van der Veen College - v.a. havo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Vox College - v.a. havo,Spinoza Lyceum - Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Montessori Lyceum Amsterdam - v.a. havo,Cygnus gymnasium - vwo,Hyperion Lyceum - vwo,Calandlyceum - havo/vwo,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Spinoza20first - v.a. vmbo-t,Cartesius Lyceum - vwo,Calandlyceum - Technasium - vwo,De nieuwe Havo - v.a. havo,Bredero Mavo - Tweetalig - v.a. vmbo-t,Bredero Mavo - v.a. vmbo-t,Over-Y - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Lumion - v.a. havo,Fons Vitae Lyceum - vwo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Wellantcollege Sloten - v.a. vmbo-b,Clusius College - Kansrijk Kader - vmbo-b/k,Xplore - v.a. vmbo-t,Cartesius Lyceum - Kansrijk VWO - havo/vwo,Mundus College - vmbo-k,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Lumion - vwo,Spinoza Lyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Fons Vitae Lyceum - v.a. havo,Pieter Nieuwland College - plus - vwo,De Amsterdamse MAVO - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,Hervormd Lyceum West - Tweetalig - vwo,Calandlyceum - vmbo-t,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Vossius Gymnasium - vwo,Spinoza20first - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,DENISE - Denise TL - v.a. vmbo-t,Over-Y - havo,IVKO - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Cburg College - v.a. vmbo-b,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,IJburg College - v.a. vmbo-b,Hubertus & Berkhoff - v.a. vmbo-t,Vox College - vwo,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Comenius Lyceum Amsterdam - v.a. havo,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Ignatiusgymnasium - vwo,Open Schoolgemeenschap Bijlmer - vmbo-k,Mundus College - vmbo-t,Geert Groote College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA
